,Name,Mathches_played,Goals,Assist,Yellow_cards,Yellow_to_red,Red_cards,Minutes_played
502,João Félix,43,20,11,6,0,0,2.866'
503,Christian Eriksen,51,10,17,4,0,0,4.129'
504,Philippe Coutinho,54,11,5,2,0,0,3.345'
505,Harry Maguire,32,3,0,6,0,1,2.689'
506,Frenkie de Jong,52,3,4,3,0,0,4.411'
507,Matthijs de Ligt,55,7,4,3,0,0,4.848'
508,Lucas Hernández,22,1,0,7,0,0,1.770'
509,Nicolas Pépé,41,23,12,1,0,0,3.537'
510,Rodri,47,3,1,5,0,0,3.675'
511,Mauro Icardi,37,17,5,0,0,0,2.972'
512,Romelu Lukaku,45,15,4,5,0,0,3.001'
513,João Cancelo,34,1,5,6,0,0,2.599'
514,Tanguy Ndombélé,49,3,8,3,0,0,3.878'
515,Luka Jovic,48,27,7,2,0,0,3.302'
516,Bruno Fernandes,53,32,18,16,0,0,4.688'
517,Luka Jovic,48,27,7,2,0,0,3.302'
518,Nabil Fekir,39,12,9,8,0,0,2.815'
519,Aaron Wan-Bissaka,39,0,4,4,0,1,3.473'
520,Éder Militão,47,5,4,2,0,0,4.206'
521,Sébastien Haller,41,20,12,5,0,0,3.120'
522,Julian Brandt,43,10,17,0,0,0,3.337'
523,Giovani Lo Celso,46,16,6,10,1,0,3.497'
524,Giovani Lo Celso,46,16,6,10,1,0,3.497'
525,Ferland Mendy,44,3,3,3,0,0,3.611'
526,Rodrygo,4,1,2,1,0,0,360'
527,Mateo Kovacic,51,0,2,5,0,0,3.087'
528,Youri Tielemans,43,8,6,11,0,0,3.676'
529,Konstantinos Manolas,35,2,0,6,0,0,3.077'
530,Erling Haaland,10,5,1,1,0,0,555'
531,Duván Zapata,48,28,8,6,0,0,3.654'
532,Joelinton,35,11,9,6,0,0,2.647'
533,Paco Alcácer,32,19,2,1,0,0,1.634'
534,Malcom,24,4,2,0,0,0,1.067'
535,Wissam Ben Yedder,54,30,11,3,0,0,4.025'
536,Hirving Lozano,40,21,12,7,0,0,3.243'
537,Moise Kean,17,7,0,2,0,0,661'
538,Pablo Sarabia,52,23,17,10,1,0,3.729'
539,Maxi Gómez,36,13,5,4,1,0,2.996'
540,Aaron Ramsey,40,6,8,0,0,0,2.171'
541,Ante Rebic,38,10,6,6,1,0,2.514'
542,Raúl Jiménez,44,17,8,4,0,0,3.550'
543,Thorgan Hazard,35,13,12,1,0,0,3.058'
544,Danilo,22,1,1,4,0,0,1.479'
545,Paco Alcácer,32,19,2,1,0,0,1.634'
546,Nicolò Barella,38,1,4,8,2,0,3.383'
547,Benjamin Pavard,31,0,0,3,0,0,2.786'
548,Jasper Cillessen,11,0,0,0,0,13,990'
549,Dejan Kulusevski,26,11,14,5,0,0,2.082'
550,Abdou Diallo,38,1,1,2,0,1,3.257'
551,Mats Hummels,33,2,2,4,0,0,2.849'
552,Steven Bergwijn,41,15,13,5,0,0,3.517'
553,Ryan Sessegnon,38,2,6,1,0,0,2.490'
554,Marko Arnautovic,45,20,7,6,0,0,3.079'
555,Kieran Trippier,38,1,5,3,0,0,3.174'
556,Dani Olmo,44,12,9,5,0,0,3.301'
557,Tiemoué Bakayoko,42,1,1,8,1,0,3.274'
558,Alexis Sánchez,27,2,4,3,0,0,1.240'
559,Adrien Rabiot,20,2,2,3,0,0,1.435'
560,Ayoze Pérez,41,13,4,3,0,0,3.004'
561,Franck Kessié,42,7,3,9,0,1,3.625'
562,Kerem Demirbay,32,4,11,9,0,0,2.481'
563,Krzysztof Piatek,42,30,1,5,0,0,3.410'
564,Alex Iwobi,51,6,9,0,0,0,2.839'
565,William Saliba,22,0,0,2,0,0,1.816'
566,Marcos Llorente,16,2,0,2,0,0,1.179'
567,Gelson Martins,29,5,4,2,0,0,1.919'
568,Reinier,15,6,2,1,0,0,727'
569,Idrissa Gueye,35,0,2,7,0,0,3.005'
570,Ismaïla Sarr,50,13,11,7,0,0,4.122'
571,Matteo Politano,48,6,6,5,0,1,3.438'
572,Stephan El Shaarawy,46,15,9,5,0,0,3.152'
573,Ivan Perisic,45,9,8,7,0,0,3.601'
574,Emre Can,37,4,1,9,0,0,2.255'
575,Suso,41,8,10,8,1,0,3.446'
576,Santi Mina,45,13,6,6,0,0,2.706'
577,Dani Ceballos,34,3,2,5,0,0,1.922'
578,Leonardo Spinazzola,14,1,1,0,0,0,912'
579,Danny Ings,25,8,3,1,0,0,1.756'
580,Pablo Fornals,50,5,6,5,0,0,3.440'
581,Borja Iglesias,43,20,3,5,0,0,3.499'
582,André Gomes,29,1,2,7,0,0,2.120'
583,Jean-Philippe Gbamin,33,2,1,3,0,0,2.869'
584,Patrick Cutrone,43,9,2,2,0,0,1.910'
585,Matteo Politano,48,6,6,5,0,1,3.438'
586,Radja Nainggolan,36,7,3,3,0,0,2.443'
587,Yannick Carrasco,26,17,8,9,0,0,2.174'
588,Kieran Tierney,40,1,6,2,0,0,3.429'
589,Alex Meret,21,0,0,0,1,18,1.781'
590,Neto,47,0,2,0,0,49,4.230'
591,Cristian Romero,29,2,1,10,1,1,2.519'
592,Nico Schulz,37,2,9,7,0,0,3.139'
593,Wesley,48,17,10,7,0,1,3.892'
594,Jules Koundé,51,2,1,5,1,0,4.580'
595,Mario Hermoso,35,3,0,9,0,0,3.106'
596,Rony Lopes,29,4,2,2,0,0,2.199'
597,Jeff Reine-Adélaïde,36,3,3,2,0,0,2.645'
598,Lucas Tousart,42,1,1,2,2,0,2.638'
599,Joachim Andersen,34,0,0,7,0,0,3.090'
600,Bryan Cristante,44,4,3,10,0,0,3.114'
601,Thiago Mendes,36,0,4,10,0,0,3.088'
602,Junior Firpo,29,3,5,9,0,0,2.314'
603,Allan Saint-Maximin,36,6,5,2,0,0,3.046'
604,Exequiel Palacios,37,3,6,4,0,1,2.520'
605,Shoya Nakajima,27,7,6,4,0,0,2.362'
606,Henrikh Mkhitaryan,39,6,7,3,0,0,2.522'
607,Jean Michaël Seri,34,1,3,6,0,0,2.430'
608,Dejan Kulusevski,26,11,14,5,0,0,2.082'
609,Ander Herrera,28,3,3,7,0,0,1.887'
610,André Zambo Anguissa,25,0,0,1,1,0,1.788'
611,Dennis Praet,37,2,3,7,0,0,3.194'
612,Pau López,35,0,4,0,0,49,3.150'
613,Sander Berge,40,2,4,4,0,0,3.158'
614,Julian Weigl,25,1,0,6,0,0,2.073'
615,Gabriel Barbosa,41,34,11,12,1,2,3.561'
616,Steven Nzonzi,39,1,2,7,0,0,3.275'
617,Simone Verdi,24,4,3,0,0,0,811'
618,Raúl de Tomás,34,14,1,6,0,0,2.849'
619,Valentino Lazaro,34,3,7,7,0,0,3.043'
620,Victor Osimhen,36,20,4,3,0,0,2.935'
621,Tyrone Mings,25,2,0,4,1,0,1.910'
622,Adam Webster,47,3,0,5,0,0,3.956'
623,Neal Maupay,49,28,9,9,0,0,4.023'
624,Luca Pellegrini,18,0,2,4,2,0,1.128'
625,Filip Kostic,46,10,13,8,0,0,3.994'
626,Gianluca Mancini,35,6,1,6,0,0,2.598'
627,Christian Kouamé,39,4,6,4,0,0,3.163'
628,Héctor Herrera,53,9,3,8,0,0,4.535'
629,Alfonso Pedraza,45,4,5,5,0,0,2.861'
630,André Silva,40,11,3,4,0,0,2.839'
631,Jarrod Bowen,46,22,4,1,0,0,3.953'
632,Amadou Diawara,19,0,0,5,0,0,970'
633,Raphinha,36,7,5,9,0,0,2.358'
634,Yacine Brahimi,49,13,9,2,0,0,3.429'
635,Stanislav Lobotka,32,0,1,1,0,0,2.565'
636,Renan Lodi,11,2,2,2,0,0,982'
637,Kasper Dolberg,39,12,6,2,0,0,1.951'
638,Emil Audero,37,0,4,0,0,51,3.330'
639,Felipe,53,4,3,15,1,0,4.834'
640,Leandro Trossard,47,22,11,0,0,0,3.769'
641,Raúl de Tomás,34,14,1,6,0,0,2.849'
642,Dodi Lukébakio,34,14,5,6,0,0,2.170'
643,Maximilian Philipp,23,2,3,0,0,0,1.046'
644,Renato Sanches,24,2,3,3,1,0,782'
645,Pedri,None,None,None,None,None,None,None
646,Youssef En-Nesyri,34,11,2,7,0,0,2.219'
647,Bruno Guimarães,35,4,3,7,0,0,2.852'
648,Ademola Lookman,24,1,2,0,0,0,830'
649,Nikola Vlasic,31,8,7,2,1,0,2.730'
650,Diadié Samassékou,45,2,2,11,0,0,3.934'
651,Andrea Petagna,37,17,0,8,0,0,3.116'
652,David Luiz,50,3,2,5,0,0,4.339'
653,Aarón Martín,34,0,5,3,0,0,2.969'
654,João Pedro,28,7,2,1,0,0,1.906'
655,Chris Smalling,34,1,0,2,0,0,3.028'
656,Patrick Cutrone,43,9,2,2,0,0,1.910'
657,Giovanni Simeone,40,8,4,2,0,0,2.524'
658,Marko Grujic,23,5,1,5,0,0,1.900'
659,Danny Rose,37,0,5,8,0,0,2.564'
660,Jordan Veretout,37,5,3,13,0,0,3.304'
661,Mario Balotelli,25,8,1,10,0,1,1.699'
662,Álvaro Odriozola,22,1,9,2,0,0,1.856'
663,Diego Godín,39,4,3,9,0,0,3.347'
664,Carles Aleñá,35,5,1,6,0,0,1.716'
665,Lucas Tousart,42,1,1,2,2,0,2.638'
666,Alessandro Florenzi,38,3,3,5,1,0,2.891'
667,Daniel Podence,41,8,9,6,1,0,3.333'
668,Oliver McBurnie,44,24,4,5,0,0,3.573'
669,Valentino Lazaro,34,3,7,7,0,0,3.043'
670,Salomón Rondón,45,17,10,1,0,0,3.465'
671,Edmond Tapsoba,30,7,1,5,0,0,2.700'
672,Matheus Cunha,39,9,2,3,0,0,1.952'
673,Martin Braithwaite,40,8,7,5,0,0,2.833'
674,Aurélien Tchouaméni,19,1,0,4,0,0,1.353'
675,Matheus Cunha,39,9,2,3,0,0,1.952'
676,Edmond Tapsoba,30,7,1,5,0,0,2.700'
677,Martin Braithwaite,40,8,7,5,0,0,2.833'
678,Nahitan Nández,27,2,4,12,0,0,2.125'
679,Andrea Petagna,37,17,0,8,0,0,3.116'
680,Quincy Promes,56,5,10,5,0,0,3.495'
681,Leander Dendoncker,26,2,0,1,0,0,2.098'
682,Manuel Lazzari,34,0,9,8,0,0,2.932'
683,Grzegorz Krychowiak,39,2,5,8,1,1,3.497'
684,Pedro,12,5,1,0,0,0,806'
685,Stefano Sensi,30,2,4,8,0,0,2.142'
686,João Mário,22,1,1,2,0,0,1.168'
687,Andrea Petagna,37,17,0,8,0,0,3.116'
688,Pedro Neto,5,0,0,1,0,0,55'
689,Daniel James,38,5,10,2,0,0,2.815'
690,Yusuf Yazici,34,4,3,11,0,0,2.664'
691,Karl Toko Ekambi,43,18,7,5,0,0,2.752'
692,Alphonse Areola,31,0,1,0,0,27,2.805'
693,Munas Dabbur,48,37,16,8,0,0,3.664'
694,Carlos Vinícius,36,16,4,5,0,0,1.937'
695,Benjamin Lecomte,38,0,1,0,0,43,3.420'
696,Óliver Torres,39,2,8,5,0,0,2.278'
697,Diego Demme,39,0,3,7,0,0,2.961'
698,Nadiem Amiri,15,3,3,1,0,0,859'
699,Bas Dost,35,23,2,2,0,0,2.420'
700,Alfred Duncan,28,5,4,8,0,1,2.030'
701,Alban Lafont,38,0,2,0,0,46,3.375'
702,Douglas Luiz,29,0,0,7,0,0,1.958'
703,Ché Adams,48,22,5,5,0,0,3.854'
704,Stefano Sturaro,8,1,0,2,0,1,410'
705,Philip Billing,27,2,0,7,0,0,2.191'
706,Arnaut Danjuma,24,6,4,0,0,0,1.471'
707,Ismaël Bennacer,38,0,2,7,0,0,3.020'
708,Eljif Elmas,40,4,0,11,0,1,2.490'
709,Angeliño,43,1,12,6,0,0,3.860'
710,Martin Hinteregger,41,4,0,3,0,0,3.588'
711,Jean-Kévin Augustin,30,8,2,2,0,0,1.339'
712,Angeliño,43,1,12,6,0,0,3.860'
713,Mattia Caldara,3,0,0,0,0,0,200'
714,Moussa Djenepo,39,11,6,10,1,0,2.557'
715,Matt Targett,21,1,3,2,0,0,1.526'
716,Rafael Leão,26,8,2,3,0,0,1.382'
717,Theo Hernández,28,1,2,5,0,1,2.336'
718,M'Baye Niang,44,14,7,10,0,0,2.772'
719,Diego Carlos,40,1,0,9,0,0,3.514'
720,Alexander Isak,29,19,9,0,0,0,2.484'
721,Moussa Diaby,34,4,7,1,0,0,1.526'
722,Riccardo Orsolini,37,10,5,2,0,0,2.041'
723,Xaver Schlager,44,8,4,10,0,0,3.501'
724,Ozan Kabak,34,3,0,7,0,0,2.974'
725,Lucas Ocampos,40,5,8,12,1,0,3.217'
726,Edson Álvarez,46,3,1,7,1,0,3.547'
727,Keylor Navas,21,0,1,0,0,21,1.920'
728,Youssouf Fofana,22,3,1,1,0,0,1.382'
729,Darío Benedetto,26,5,2,6,0,0,1.732'
730,Valentin Rongier,43,4,7,4,0,0,3.639'
731,Ionut Radu,33,0,0,0,0,46,2.970'
732,Fabian Delph,20,0,1,1,0,1,1.219'
733,Ionut Radu,33,0,0,0,0,46,2.970'
734,Merih Demiral,34,3,0,7,0,1,3.062'
735,Gedson Fernandes,46,3,6,6,0,0,2.757'
736,Patrik Schick,32,5,3,5,0,0,1.745'
737,Djibril Sidibé,32,0,4,7,0,0,2.513'
738,Martin Ødegaard,39,11,12,4,0,0,3.288'
739,Pedro,12,5,1,0,0,0,806'
740,Cristian Pavón,41,9,10,2,0,0,2.895'
741,Rafinha,8,1,0,1,0,0,348'
742,Mario Lemina,23,1,1,5,0,0,1.794'
743,Daniel Sturridge,27,4,2,2,0,0,818'
744,Hélder Costa,30,2,2,3,0,0,1.529'
745,Sergio Reguilón,22,0,3,4,0,0,1.796'
746,Ionut Radu,33,0,0,0,0,46,2.970'
747,Cristian Romero,29,2,1,10,1,1,2.519'
748,Roberto Inglese,25,9,2,3,0,0,1.968'
749,Davide Zappacosta,17,0,2,1,0,0,1.020'
750,Kylian Mbappé,46,21,15,3,0,1,3.554'
751,Cristiano Ronaldo,44,44,8,3,1,0,3.678'
752,Kepa Arrizabalaga,31,0,3,0,0,44,2.790'
753,Thomas Lemar,38,3,10,2,0,0,2.874'
754,Riyad Mahrez,41,13,13,2,0,0,3.339'
755,Naby Keïta,39,9,7,9,2,1,2.975'
756,Thibaut Courtois,46,0,3,0,0,47,4.140'
757,Christian Pulisic,42,5,7,1,0,0,3.038'
758,Alisson,49,0,1,0,0,47,4.410'
759,Fred,37,4,7,14,1,0,3.257'
760,Jorginho,39,4,4,5,0,0,3.100'
761,Douglas Costa,47,6,13,3,0,0,2.912'
762,Gonzalo Higuaín,50,23,4,5,0,0,3.877'
763,Álvaro Morata,48,15,6,9,1,0,2.764'
764,Gonzalo Higuaín,50,23,4,5,0,0,3.877'
765,Christian Pulisic,42,5,7,1,0,0,3.038'
766,Vinícius Júnior,17,6,3,3,0,0,1.335'
767,Fabinho,46,8,5,13,0,0,4.097'
768,Malcom,38,12,8,3,0,0,3.124'
769,Radja Nainggolan,42,6,11,6,1,0,3.580'
770,Patrik Schick,26,3,0,0,0,0,1.281'
771,Paulinho,68,22,10,4,0,0,4.263'
772,João Cancelo,29,1,4,4,0,0,2.178'
773,Gonçalo Guedes,40,6,11,4,0,0,2.727'
774,Leandro Paredes,39,6,11,15,0,0,3.188'
775,Paulinho,68,22,10,4,0,0,4.263'
776,Tiemoué Bakayoko,43,3,3,5,1,0,3.070'
777,Michy Batshuayi,40,21,3,3,0,0,2.329'
778,Leon Goretzka,29,4,5,3,0,0,2.196'
779,Stefan de Vrij,47,7,1,4,0,0,4.062'
780,Richarlison,41,5,5,4,0,0,3.028'
781,Lucas Paquetá,39,10,4,10,1,0,3.377'
782,Felipe Anderson,32,8,9,0,0,0,1.760'
783,Thilo Kehrer,33,3,2,5,0,0,2.760'
784,Mattia Caldara,34,3,2,8,0,0,2.917'
785,Clément Lenglet,54,4,1,13,0,0,4.693'
786,Leonardo Bonucci,51,2,1,6,0,1,4.501'
787,Krzysztof Piatek,38,21,4,6,0,0,3.279'
788,Shoya Nakajima,33,10,13,1,0,0,2.803'
789,Gelson Martins,52,13,13,5,1,0,4.368'
790,Arturo Vidal,35,6,2,11,0,0,2.279'
791,Arthur,10,1,2,0,0,0,858'
792,Yerry Mina,6,0,1,2,0,0,377'
793,Fabián Ruiz,35,3,6,3,0,0,2.753'
794,Álvaro Odriozola,41,1,4,2,1,0,3.435'
795,Jean Michaël Seri,43,2,10,6,0,0,3.640'
796,Aleksandr Golovin,43,7,6,13,0,0,3.639'
797,Lucas Torreira,38,4,1,6,0,0,3.319'
798,Steven Nzonzi,44,1,2,4,0,0,3.693'
799,Geoffrey Kondogbia,36,4,4,13,1,0,3.053'
800,Marek Hamsik,49,7,3,2,0,0,3.162'
801,Keita Baldé,33,8,11,3,1,0,2.006'
802,Giovani Lo Celso,48,6,7,4,0,0,2.452'
803,Michy Batshuayi,40,21,3,3,0,0,2.329'
804,Emre Can,38,6,5,13,0,0,2.942'
805,Mateo Kovacic,36,0,3,5,0,0,1.823'
806,Anthony Modeste,21,9,6,4,0,0,1.736'
807,Abdou Diallo,30,3,1,5,0,0,2.686'
808,Jefferson Lerma,28,0,1,17,0,0,2.241'
809,Kevin Strootman,44,1,1,5,0,0,3.174'
810,Lautaro Martínez,27,18,5,7,0,0,2.303'
811,Issa Diop,41,3,1,9,0,0,3.690'
812,Bernd Leno,38,0,1,0,0,49,3.480'
813,James Maddison,49,15,11,9,0,0,4.112'
814,Jannik Vestergaard,34,3,0,5,0,0,3.060'
815,Simone Verdi,35,10,10,3,0,1,2.843'
816,Rodri,47,1,4,9,0,0,3.892'
817,Talisca,65,36,16,13,0,0,5.168'
818,Paulinho,6,2,2,0,0,0,465'
819,William Carvalho,38,1,2,8,0,0,3.241'
820,Bryan Cristante,47,12,4,5,0,0,3.705'
821,Cesc Fàbregas,49,3,9,5,1,0,3.657'
822,Tanguy Ndombélé,50,1,8,5,0,0,3.512'
823,Sime Vrsaljko,29,0,5,8,1,0,2.134'
824,Bryan Cristante,47,12,4,5,0,0,3.705'
825,André Zambo Anguissa,56,0,0,5,0,0,3.264'
826,Javier Pastore,37,5,6,2,0,0,1.850'
827,Aleksandar Mitrovic,27,14,1,3,0,0,1.910'
828,Yuri Berchiche,32,2,4,7,0,0,2.613'
829,Miguel Almirón,38,13,13,4,0,0,3.248'
830,Quincy Promes,38,21,10,5,0,0,3.322'
831,Alassane Plea,49,21,7,8,1,0,4.083'
832,Andriy Yarmolenko,36,10,9,1,0,0,2.475'
833,Nikola Kalinic,41,6,6,3,0,0,2.235'
834,Ricardo Pereira,43,2,7,5,0,0,3.563'
835,Diogo Dalot,33,4,8,3,0,1,2.707'
836,Moussa Dembélé,39,16,9,5,0,0,2.411'
837,Mariano Díaz,45,21,6,7,0,0,3.286'
838,Talisca,65,36,16,13,0,0,5.168'
839,Matteo Politano,39,11,4,1,0,0,3.010'
840,André Silva,40,10,2,1,0,0,1.965'
841,Simone Zaza,39,13,5,10,1,0,2.648'
842,Samu Castillejo,38,6,8,5,0,0,2.481'
843,Dominic Solanke,30,2,1,3,0,0,970'
844,Caglar Söyüncü,30,1,0,5,1,1,2.439'
845,Jonny Otto,40,2,1,10,0,0,3.556'
846,Lucas Digne,20,1,2,3,0,0,1.337'
847,Thomas Delaney,36,3,6,6,0,0,3.178'
848,Terence Kongolo,23,0,0,0,0,0,1.920'
849,Gerard Moreno,44,19,2,7,0,0,3.884'
850,Willem Geubbels,4,0,0,0,0,0,87'
851,Rolando Mandragora,37,2,1,8,0,0,3.259'
852,Axel Witsel,18,2,1,2,0,0,1.615'
853,Adama Traoré,40,5,12,4,0,2,2.775'
854,Benjamin Henrichs,28,0,1,2,0,1,1.531'
855,Amadou Haidara,55,8,10,8,1,0,3.598'
856,Duván Zapata,32,11,4,1,0,0,2.205'
857,Sokratis Papastathopoulos,43,3,0,10,0,1,3.544'
858,Kévin Gameiro,36,11,4,0,0,0,1.744'
859,Gonzalo Martínez,35,12,9,4,0,0,2.733'
860,Duván Zapata,32,11,4,1,0,0,2.205'
861,Jack Wilshere,40,2,7,10,0,1,2.795'
862,Mario Balotelli,38,26,2,15,0,1,3.043'
863,Gelson Martins,52,13,13,5,1,0,4.368'
864,Duje Caleta-Car,53,2,3,18,0,0,4.664'
865,Alireza Jahanbakhsh,39,22,14,6,0,0,3.314'
866,Diego Laxalt,34,4,3,2,0,0,3.020'
867,Karl Toko Ekambi,39,17,6,5,0,0,3.148'
868,Rui Patrício,56,0,4,0,0,48,5.100'
869,Mohamed Elyounoussi,44,13,17,4,0,0,3.483'
870,Daley Blind,17,1,2,2,0,0,1.231'
871,Xherdan Shaqiri,38,8,7,5,0,0,3.080'
872,Santiago Arias,35,3,6,5,0,0,3.144'
873,Alban Lafont,44,0,4,0,0,60,3.960'
874,Salif Sané,34,4,1,6,0,0,3.060'
875,Mousa Dembélé,39,0,0,8,0,0,2.578'
876,Grzegorz Krychowiak,31,0,3,3,0,0,1.989'
877,Islam Slimani,21,5,3,2,0,0,775'
878,Mark Uth,38,17,9,7,0,0,2.568'
879,Max Meyer,28,1,1,6,0,0,1.994'
880,Yannick Bolasie,18,1,0,0,0,0,973'
881,Victor Moses,38,4,4,5,0,0,3.008'
882,Youri Tielemans,35,1,2,3,0,0,2.063'
883,Justin Kluivert,36,11,5,3,0,0,2.719'
884,Brahim Díaz,27,6,4,0,0,0,1.630'
885,Emiliano Sala,38,14,3,3,1,0,3.214'
886,Leander Dendoncker,44,1,3,8,0,2,3.776'
887,Yves Bissouma,28,3,1,3,0,0,1.828'
888,Ben Gibson,51,1,3,6,0,0,4.545'
889,Alfie Mawson,44,3,1,3,0,0,3.878'
890,Ahmed Musa,23,9,6,3,0,0,2.003'
891,Nordi Mukiele,39,0,1,6,0,0,3.321'
892,Sebastian Rudy,35,1,5,5,0,0,2.103'
893,Mattia Perin,38,0,1,0,0,43,3.450'
894,Jordan Amavi,43,1,7,12,0,1,3.465'
895,Bernard,29,10,4,6,0,0,2.242'
896,Leonardo Balerdi,0,0,0,0,0,0,0
897,Joaquín Correa,39,7,7,8,0,1,2.606'
898,Grégoire Defrel,20,1,0,1,0,0,644'
899,João Carvalho,15,0,4,1,0,0,797'
900,Matheus Cunha,33,10,8,8,0,0,2.471'
901,Mouctar Diakhaby,21,2,0,3,0,0,1.490'
902,Diego Rico,33,3,2,9,1,0,2.776'
903,Wilmar Barrios,36,1,0,8,1,0,3.156'
904,Tetê,None,None,None,None,None,None,None
905,Dusan Tadic,41,7,4,4,0,0,3.190'
906,Joris Gnagnon,41,2,1,3,0,0,3.322'
907,Davy Klaassen,17,0,1,1,0,0,890'
908,Jeison Murillo,17,0,0,4,0,0,1.374'
909,Nacer Chadli,8,1,0,1,0,0,410'
910,Medhi Benatia,32,4,0,12,0,0,2.637'
911,Kurt Zouma,37,1,0,1,0,0,3.127'
912,Marouane Fellaini,23,5,1,1,0,0,878'
913,Daniel Wass,39,4,9,3,0,0,3.081'
914,Jonny Evans,31,2,1,7,0,0,2.542'
915,Raúl Jiménez,43,8,7,3,0,0,1.452'
916,André Gomes,31,0,1,3,0,0,1.185'
917,Paco Alcácer,23,7,4,0,0,0,992'
918,André Ayew,36,6,5,5,0,0,2.361'
919,Jeison Murillo,17,0,0,4,0,0,1.374'
920,Marko Pjaca,13,4,3,0,0,0,710'
921,Badou Ndiaye,30,3,4,8,1,0,2.615'
922,Cédric Soares,36,1,3,4,0,0,3.157'
923,André Schürrle,26,3,6,2,0,0,1.706'
924,Jakub Jankto,39,6,6,5,0,0,2.870'
925,Adrien Silva,22,1,2,4,0,0,1.436'
926,Milan Badelj,27,2,0,7,1,0,2.356'
927,Theo Hernández,23,0,3,1,0,0,1.648'
928,Wesley Hoedt,32,1,1,8,0,0,2.880'
929,Nathaniel Clyne,5,0,0,1,0,0,183'
930,Ricardo Goulart,28,21,10,3,0,0,2.473'
931,Jakub Jankto,39,6,6,5,0,0,2.870'
932,Guido Carrillo,34,8,4,1,0,0,1.418'
933,Roger Martínez,9,1,0,1,0,0,243'
934,Giorgian de Arrascaeta,29,9,7,4,0,0,2.089'
935,Nikola Kalinic,41,6,6,3,0,0,2.235'
936,Filip Benkovic,30,4,1,2,0,0,2.576'
937,Rodolfo Pizarro,41,8,10,7,0,1,3.237'
938,Ibrahim Amadou,32,0,0,3,0,0,2.591'
939,Daniel Ginczek,25,8,0,3,0,0,1.675'
940,Diego Lainez,22,0,0,2,0,0,997'
941,Jean-Eudes Aholou,40,5,0,5,0,0,3.245'
942,Diogo Jota,46,18,6,9,0,0,3.672'
943,Danny Ward,4,0,1,0,0,5,360'
944,Rachid Ghezzal,35,2,4,3,0,2,1.352'
945,Maximiliano Meza,31,3,5,4,0,0,2.593'
946,Gerard Deulofeu,24,3,3,1,0,0,1.330'
947,Fedor Smolov,24,14,6,6,0,0,2.002'
948,Kwadwo Asamoah,26,0,0,4,0,0,2.029'
949,Calum Chambers,25,0,0,2,0,0,1.832'
950,Chris Mepham,23,1,0,4,0,0,1.884'
951,Benik Afobe,38,7,2,0,0,0,1.536'
952,Mbaye Diagne,17,12,2,4,0,0,1.249'
953,Germán Pezzella,35,1,0,12,0,0,3.070'
954,Salomón Rondón,40,10,4,4,0,0,3.066'
955,Adem Ljajic,28,6,12,2,0,0,2.254'
956,Matej Vydra,44,22,4,2,0,0,2.878'
957,Mitchell Weiser,31,2,2,4,0,0,2.531'
958,Emerson Royal,23,1,1,7,0,0,2.030'
959,Nemanja Radonjic,39,7,8,3,0,0,2.255'
960,M'Baye Niang,31,4,3,6,0,0,1.925'
961,Willy Boly,37,3,2,2,0,0,3.290'
962,Vitinho,69,15,14,6,0,0,4.813'
963,Mikel Merino,25,1,1,4,0,0,1.424'
964,Sardar Azmoun,28,5,6,4,0,0,1.580'
965,Kévin Malcuit,25,0,5,3,0,0,1.902'
966,Marlon,27,0,0,4,1,0,2.159'
967,Souza,41,4,2,6,0,1,3.590'
968,Marcelo Saracchi,26,0,1,4,0,0,2.266'
969,Cheikhou Kouyaté,37,2,3,5,0,0,3.089'
970,Giuliano,38,15,6,0,0,0,3.058'
971,Jonny Otto,40,2,1,10,0,0,3.556'
972,Juan Bernat,12,0,2,2,0,0,937'
973,Aarón Martín,35,0,0,7,0,0,2.993'
974,Denis Suárez,27,3,5,1,0,0,1.130'
975,Denis Suárez,27,3,5,1,0,0,1.130'
976,Munir El Haddadi,37,14,7,8,1,0,2.621'
977,Alex Meret,14,0,0,0,0,16,1.249'
978,Sofiane Boufal,30,2,2,1,0,0,1.490'
979,Jonny Otto,40,2,1,10,0,0,3.556'
980,Sergio Rico,40,0,2,0,0,59,3.595'
981,Jorge,27,1,4,10,0,0,2.372'
982,Manolo Gabbiadini,33,5,0,2,0,0,1.206'
983,Soualiho Meïté,22,1,2,0,0,0,1.598'
984,Benik Afobe,38,7,2,0,0,0,1.536'
985,Josh Murphy,47,11,3,6,0,0,3.485'
986,Bobby Reid,52,21,8,9,0,0,4.364'
987,David Brooks,33,3,6,5,0,0,1.370'
988,Angus Gunn,51,0,1,0,0,66,4.650'
989,Nicolás González,24,7,1,4,0,0,1.925'
990,Tom Ince,37,3,0,0,0,0,2.745'
991,Gianluca Lapadula,29,6,0,3,0,0,1.514'
992,Suat Serdar,28,3,0,4,0,0,1.875'
993,Fodé Ballo-Touré,29,0,0,5,0,1,2.237'
994,Ozan Kabak,1,0,0,0,0,0,0
995,Sergi Darder,43,1,2,8,1,0,3.100'
996,Filip Benkovic,30,4,1,2,0,0,2.576'
997,Armando Izzo,16,1,0,2,0,0,1.388'
998,Yoshinori Muto,30,10,5,2,0,0,2.066'
999,Víctor Dávila,26,7,3,2,0,0,1.603'
1000,Neymar,45,20,26,15,0,1,3.972'
1001,Ousmane Dembélé,49,10,21,11,0,0,3.387'
1002,Philippe Coutinho,36,14,9,2,0,0,2.531'
